試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2016-01-23,近畿クラブスフィーダ,東京トヨペットグリーンスパークル,3,0,1,30,,濱本豊,3,□,□,■,nan,nan,8,5,0,62.5,62.5,1.67,1,0,0,0.0,0,-,7,0,4,1,3.6,4,1,0,25.0,5
2016-01-23,近畿クラブスフィーダ,東京トヨペットグリーンスパークル,3,0,1,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,100,42,7,42.0,35.0,14.00,16,9,2,56.2,9,3.00,74,4,16,25,13.0,51,30,0,58.8,55
2016-01-24,きんでんトリニティーブリッツ,兵庫デルフィーノ,3,0,1,1,,岡本侑,3,■,■,■,nan,nan,16,6,2,37.5,25.0,2.00,5,0,1,0.0,0,-,12,0,2,2,4.2,18,11,0,61.1,6
2016-01-24,きんでんトリニティーブリッツ,兵庫デルフィーノ,3,0,1,2,,尾松航洋,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,5,1,0,2,30.0,0,0,0,-,1
2016-01-24,きんでんトリニティーブリッツ,兵庫デルフィーノ,3,0,1,3,L,長濱裕,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,7,5,0,71.4,0
2016-01-24,きんでんトリニティーブリッツ,兵庫デルフィーノ,3,0,1,5,L,大賀惠介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-01-24,きんでんトリニティーブリッツ,兵庫デルフィーノ,3,0,1,6,,塩大地,3,■,■,■,nan,nan,13,5,1,38.5,30.8,1.67,0,0,0,-,2,0.67,10,0,1,2,5.0,0,0,0,-,7
2016-01-24,きんでんトリニティーブリッツ,兵庫デルフィーノ,3,0,1,7,,田畑翔伍,2,■,■,nan,nan,nan,9,6,0,66.7,66.7,3.00,0,0,0,-,1,0.50,4,0,0,2,12.5,10,6,0,60.0,7
2016-01-24,きんでんトリニティーブリッツ,兵庫デルフィーノ,3,0,1,9,,内園徹,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,0
2016-01-24,きんでんトリニティーブリッツ,兵庫デルフィーノ,3,0,1,10,,松本永志,2,■,■,nan,nan,nan,13,7,1,53.8,46.2,3.50,5,3,1,60.0,0,-,8,0,1,3,9.4,0,0,0,-,7
2016-01-24,きんでんトリニティーブリッツ,兵庫デルフィーノ,3,0,1,11,,毛利光生,3,■,■,■,nan,nan,2,2,0,100.0,100.0,0.67,0,0,0,-,0,-,8,0,0,3,9.4,0,0,0,-,2
2016-01-24,きんでんトリニティーブリッツ,兵庫デルフィーノ,3,0,1,12,,新谷俊揮,2,nan,□,■,nan,nan,10,4,0,40.0,40.0,2.00,0,0,0,-,0,-,8,0,0,2,6.2,14,8,0,57.1,4
2016-01-24,きんでんトリニティーブリッツ,兵庫デルフィーノ,3,0,1,13,,平田英貴,1,nan,nan,□,nan,nan,4,2,0,50.0,50.0,2.00,0,0,0,-,2,2.00,1,0,0,1,25.0,0,0,0,-,4
2016-01-24,きんでんトリニティーブリッツ,兵庫デルフィーノ,3,0,1,15,,小野義隆,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-01-24,きんでんトリニティーブリッツ,兵庫デルフィーノ,3,0,1,16,,山本寛生,1,nan,nan,■,nan,nan,9,2,0,22.2,22.2,2.00,1,1,0,100.0,1,1.00,6,0,1,2,8.3,0,0,0,-,3
2016-01-24,きんでんトリニティーブリッツ,兵庫デルフィーノ,3,0,1,19,,黒木隆生,3,■,■,■,nan,nan,14,8,1,57.1,50.0,2.67,0,0,0,-,3,1.00,10,0,1,5,12.5,0,0,0,-,11
2016-01-24,きんでんトリニティーブリッツ,兵庫デルフィーノ,3,0,1,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,90,42,5,46.7,41.1,14.00,11,4,2,36.4,9,3.00,73,1,6,25,9.9,49,30,0,61.2,52
2016-01-24,兵庫デルフィーノ,きんでんトリニティーブリッツ,0,3,0,2,,白川佑樹,2,□,nan,□,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,2,0,1,0,0.0,0,0,0,-,0
2016-01-24,兵庫デルフィーノ,きんでんトリニティーブリッツ,0,3,0,4,,川合翔太,3,■,■,□,nan,nan,14,4,4,28.6,0.0,1.33,5,2,1,40.0,0,-,3,0,1,1,8.3,0,0,0,-,4
2016-01-24,兵庫デルフィーノ,きんでんトリニティーブリッツ,0,3,0,5,,納庄皓仁,3,■,■,■,nan,nan,19,6,1,31.6,26.3,2.00,0,0,0,-,1,0.33,7,0,0,5,17.9,1,1,0,100.0,7
2016-01-24,兵庫デルフィーノ,きんでんトリニティーブリッツ,0,3,0,7,,田中寛人,2,nan,■,■,nan,nan,4,1,0,25.0,25.0,0.50,0,0,0,-,1,0.50,7,0,0,2,7.1,0,0,0,-,2
2016-01-24,兵庫デルフィーノ,きんでんトリニティーブリッツ,0,3,0,8,,今村雄登,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,8,0,1,2,6.2,1,1,0,100.0,0
2016-01-24,兵庫デルフィーノ,きんでんトリニティーブリッツ,0,3,0,9,,竹永大樹,3,■,■,□,nan,nan,14,6,2,42.9,28.6,2.00,0,0,0,-,0,-,8,0,1,3,9.4,10,4,0,40.0,6
2016-01-24,兵庫デルフィーノ,きんでんトリニティーブリッツ,0,3,0,10,,奥長勝之,3,■,□,■,nan,nan,11,4,0,36.4,36.4,1.33,0,0,0,-,0,-,6,0,2,1,4.2,28,19,0,67.9,4
2016-01-24,兵庫デルフィーノ,きんでんトリニティーブリッツ,0,3,0,12,,横山雄大,2,nan,■,■,nan,nan,18,6,1,33.3,27.8,3.00,1,0,1,0.0,0,-,7,0,1,3,10.7,14,8,0,57.1,6
2016-01-24,兵庫デルフィーノ,きんでんトリニティーブリッツ,0,3,0,14,L,田渕慎一郎,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,11,7,0,63.6,0
2016-01-24,兵庫デルフィーノ,きんでんトリニティーブリッツ,0,3,0,15,,吉田政俊,1,■,nan,nan,nan,nan,6,2,1,33.3,16.7,2.00,0,0,0,-,0,-,2,0,0,1,12.5,1,1,0,100.0,2
2016-01-24,兵庫デルフィーノ,きんでんトリニティーブリッツ,0,3,0,16,L,村田峻一,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-01-24,兵庫デルフィーノ,きんでんトリニティーブリッツ,0,3,0,17,,壇亮太,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-01-24,兵庫デルフィーノ,きんでんトリニティーブリッツ,0,3,0,20,,石原貢,2,nan,□,■,nan,nan,16,6,4,37.5,12.5,3.00,10,4,3,40.0,3,1.50,6,0,0,1,4.2,0,0,0,-,9
2016-01-24,兵庫デルフィーノ,きんでんトリニティーブリッツ,0,3,0,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,105,35,13,33.3,21.0,11.67,16,6,5,37.5,5,1.67,56,0,7,19,8.5,66,41,0,62.1,40
2016-01-24,東京トヨペットグリーンスパークル,千葉ZELVA,2,3,0,1,,伊藤優介,5,■,■,■,■,■,6,0,0,0.0,0.0,-,0,0,0,-,1,0.20,20,1,0,10,17.5,0,0,0,-,2
2016-01-24,東京トヨペットグリーンスパークル,千葉ZELVA,2,3,0,2,,早川紘司,5,■,■,■,■,■,16,5,1,31.2,25.0,1.00,0,0,0,-,0,-,15,0,2,5,8.3,35,11,0,31.4,5
2016-01-24,東京トヨペットグリーンスパークル,千葉ZELVA,2,3,0,6,,大貫智博,5,■,■,■,■,■,12,7,1,58.3,50.0,1.40,0,0,0,-,4,0.80,19,0,1,2,2.6,0,0,0,-,11
2016-01-24,東京トヨペットグリーンスパークル,千葉ZELVA,2,3,0,7,,新妻知之,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-01-24,東京トヨペットグリーンスパークル,千葉ZELVA,2,3,0,8,,西片圭佑,5,■,■,■,■,■,56,19,5,33.9,25.0,3.80,11,4,3,36.4,2,0.40,15,1,2,9,21.7,2,2,0,100.0,22
2016-01-24,東京トヨペットグリーンスパークル,千葉ZELVA,2,3,0,9,L,大澤満,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,23,5,0,21.7,0
2016-01-24,東京トヨペットグリーンスパークル,千葉ZELVA,2,3,0,12,,橋本淳,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-01-24,東京トヨペットグリーンスパークル,千葉ZELVA,2,3,0,13,,小関和樹,5,■,■,■,■,■,4,2,1,50.0,25.0,0.40,0,0,0,-,0,-,17,1,2,4,10.6,1,0,0,0.0,3
2016-01-24,東京トヨペットグリーンスパークル,千葉ZELVA,2,3,0,16,,松本敬三,5,■,■,■,■,■,63,26,2,41.3,38.1,5.20,13,4,0,30.8,0,-,17,0,2,8,11.8,32,21,0,65.6,26
2016-01-24,東京トヨペットグリーンスパークル,千葉ZELVA,2,3,0,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,157,59,10,37.6,31.2,11.80,24,8,3,33.3,7,1.40,103,3,9,38,11.9,93,39,0,41.9,69
2016-01-24,千葉ZELVA,東京トヨペットグリーンスパークル,3,2,1,2,,篠田学,4,nan,■,■,■,■,13,8,0,61.5,61.5,2.00,0,0,0,-,0,-,9,0,0,4,11.1,16,11,0,68.8,8
2016-01-24,千葉ZELVA,東京トヨペットグリーンスパークル,3,2,1,5,,荒木優,2,■,nan,nan,nan,□,0,0,0,,,-,0,0,0,-,1,0.50,2,0,1,0,0.0,0,0,0,-,1
2016-01-24,千葉ZELVA,東京トヨペットグリーンスパークル,3,2,1,6,L,古家康隆,1,nan,nan,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,0,0,0.0,0
2016-01-24,千葉ZELVA,東京トヨペットグリーンスパークル,3,2,1,10,,吉岡佳徳,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-01-24,千葉ZELVA,東京トヨペットグリーンスパークル,3,2,1,12,,大町和幸,5,■,■,■,■,■,28,8,3,28.6,17.9,1.60,7,2,0,28.6,1,0.20,22,1,4,12,18.2,23,15,0,65.2,10
2016-01-24,千葉ZELVA,東京トヨペットグリーンスパークル,3,2,1,13,,中野壮一朗,5,■,■,■,■,■,14,6,0,42.9,42.9,1.20,0,0,0,-,1,0.20,14,0,1,7,12.5,6,4,0,66.7,7
2016-01-24,千葉ZELVA,東京トヨペットグリーンスパークル,3,2,1,17,,浅野晶,5,■,■,■,■,□,33,17,5,51.5,36.4,3.40,3,3,0,100.0,1,0.20,17,2,2,7,20.9,4,2,0,50.0,20
2016-01-24,千葉ZELVA,東京トヨペットグリーンスパークル,3,2,1,18,,上田日登,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-01-24,千葉ZELVA,東京トヨペットグリーンスパークル,3,2,1,21,L,冷水亮,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,26,14,0,53.8,0
2016-01-24,千葉ZELVA,東京トヨペットグリーンスパークル,3,2,1,25,,石田将太,5,■,■,■,■,■,21,15,1,71.4,66.7,3.00,1,1,0,100.0,8,1.60,12,1,3,5,18.8,1,1,0,100.0,24
2016-01-24,千葉ZELVA,東京トヨペットグリーンスパークル,3,2,1,28,,関根翔太,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-01-24,千葉ZELVA,東京トヨペットグリーンスパークル,3,2,1,29,,大井手脩輔,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,1,2,16.7,0,0,0,-,0
2016-01-24,千葉ZELVA,東京トヨペットグリーンスパークル,3,2,1,30,,市川一樹,5,■,□,□,□,■,22,7,3,31.8,18.2,1.40,1,1,0,100.0,0,-,14,0,0,8,14.3,14,5,0,35.7,7
2016-01-24,千葉ZELVA,東京トヨペットグリーンスパークル,3,2,1,33,,渡辺大亮,5,□,■,■,■,■,11,7,1,63.6,54.5,1.40,0,0,0,-,0,-,17,0,1,8,11.8,0,0,0,-,7
2016-01-24,千葉ZELVA,東京トヨペットグリーンスパークル,3,2,1,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,142,68,13,47.9,38.7,13.60,12,7,0,58.3,12,2.40,110,4,13,53,15.5,91,52,0,57.1,84
2016-01-30,兵庫デルフィーノ,VC長野トライデンツ,1,3,0,2,,白川佑樹,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,0
2016-01-30,兵庫デルフィーノ,VC長野トライデンツ,1,3,0,3,,原田将志,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-01-30,兵庫デルフィーノ,VC長野トライデンツ,1,3,0,4,,川合翔太,4,■,■,■,■,nan,38,14,4,36.8,26.3,3.50,16,7,2,43.8,2,0.50,11,2,2,0,16.4,0,0,0,-,18
2016-01-30,兵庫デルフィーノ,VC長野トライデンツ,1,3,0,5,,納庄皓仁,4,■,■,■,■,nan,12,7,1,58.3,50.0,1.75,0,0,0,-,1,0.25,6,0,3,2,8.3,1,0,0,0.0,8
2016-01-30,兵庫デルフィーノ,VC長野トライデンツ,1,3,0,8,,今村雄登,2,■,■,nan,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,7,0,1,1,3.6,0,0,0,-,0
2016-01-30,兵庫デルフィーノ,VC長野トライデンツ,1,3,0,9,,竹永大樹,3,■,■,nan,□,nan,13,1,2,7.7,-7.7,0.33,1,0,1,0.0,0,-,6,0,1,2,8.3,6,1,0,16.7,1
2016-01-30,兵庫デルフィーノ,VC長野トライデンツ,1,3,0,10,,奥長勝之,3,nan,□,■,■,nan,7,5,0,71.4,71.4,1.67,0,0,0,-,1,0.33,3,0,1,0,0.0,15,7,0,46.7,6
2016-01-30,兵庫デルフィーノ,VC長野トライデンツ,1,3,0,12,,横山雄大,4,■,■,■,■,nan,22,8,5,36.4,13.6,2.00,3,1,0,33.3,1,0.25,13,1,1,2,10.0,40,22,0,55.0,10
2016-01-30,兵庫デルフィーノ,VC長野トライデンツ,1,3,0,14,L,田渕慎一郎,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,20,16,0,80.0,0
2016-01-30,兵庫デルフィーノ,VC長野トライデンツ,1,3,0,15,,吉田政俊,4,■,■,■,■,nan,9,2,1,22.2,11.1,0.50,0,0,0,-,0,-,13,3,1,1,21.9,0,0,0,-,5
2016-01-30,兵庫デルフィーノ,VC長野トライデンツ,1,3,0,18,,片ノ坂亮太,3,nan,□,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,6,0,0,1,4.2,0,0,0,-,0
2016-01-30,兵庫デルフィーノ,VC長野トライデンツ,1,3,0,20,,石原貢,2,□,nan,nan,□,nan,2,0,0,0.0,0.0,-,1,0,0,0.0,0,-,1,0,0,0,0.0,0,0,0,-,0
2016-01-30,兵庫デルフィーノ,VC長野トライデンツ,1,3,0,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,104,37,13,35.6,23.1,9.25,21,8,3,38.1,5,1.25,67,6,10,10,11.5,82,46,0,56.1,48
2016-01-30,VC長野トライデンツ,兵庫デルフィーノ,3,1,1,1,,市川智之,4,■,■,■,■,nan,13,5,2,38.5,23.1,1.25,0,0,0,-,1,0.25,6,0,0,0,0.0,0,0,0,-,6
2016-01-30,VC長野トライデンツ,兵庫デルフィーノ,3,1,1,4,,小林哲也,4,■,■,■,■,nan,21,10,2,47.6,38.1,2.50,4,2,0,50.0,2,0.50,15,2,2,5,19.0,0,0,0,-,14
2016-01-30,VC長野トライデンツ,兵庫デルフィーノ,3,1,1,5,L,峰尾拓,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,23,19,0,82.6,0
2016-01-30,VC長野トライデンツ,兵庫デルフィーノ,3,1,1,6,,峯村幸太,4,■,■,■,■,nan,16,9,1,56.2,50.0,2.25,0,0,0,-,0,-,17,2,1,4,15.3,8,6,0,75.0,11
2016-01-30,VC長野トライデンツ,兵庫デルフィーノ,3,1,1,7,,栗木勇,4,■,■,■,■,nan,26,14,2,53.8,46.2,3.50,2,0,1,0.0,3,0.75,22,4,2,12,30.9,18,12,0,66.7,21
2016-01-30,VC長野トライデンツ,兵庫デルフィーノ,3,1,1,9,,小池和貴,1,nan,□,nan,nan,nan,1,1,0,100.0,100.0,1.00,0,0,0,-,0,-,0,0,0,0,-,1,0,0,0.0,1
2016-01-30,VC長野トライデンツ,兵庫デルフィーノ,3,1,1,10,,杉山嵩樹,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-01-30,VC長野トライデンツ,兵庫デルフィーノ,3,1,1,11,,片桐成基,3,nan,□,□,■,nan,0,0,0,,,-,0,0,0,-,0,-,6,0,1,2,8.3,0,0,0,-,0
2016-01-30,VC長野トライデンツ,兵庫デルフィーノ,3,1,1,12,L,藤森圭,2,nan,〇,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,4,3,0,75.0,0
2016-01-30,VC長野トライデンツ,兵庫デルフィーノ,3,1,1,13,,酒井駿,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-01-30,VC長野トライデンツ,兵庫デルフィーノ,3,1,1,16,,森崎健史,4,■,■,■,■,nan,8,5,0,62.5,62.5,1.25,0,0,0,-,3,0.75,8,0,1,3,9.4,1,1,0,100.0,8
2016-01-30,VC長野トライデンツ,兵庫デルフィーノ,3,1,1,19,,村松俊輔,1,nan,□,nan,nan,nan,2,1,0,50.0,50.0,1.00,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,1
2016-01-30,VC長野トライデンツ,兵庫デルフィーノ,3,1,1,20,,多田将希,3,■,■,■,nan,nan,1,1,0,100.0,100.0,0.33,0,0,0,-,0,-,11,0,0,1,2.3,0,0,0,-,1
2016-01-30,VC長野トライデンツ,兵庫デルフィーノ,3,1,1,25,,中谷光,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,7,0,1,3,10.7,0,0,0,-,0
2016-01-30,VC長野トライデンツ,兵庫デルフィーノ,3,1,1,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,88,46,7,52.3,44.3,11.50,6,2,1,33.3,9,2.25,93,8,8,31,15.9,55,41,0,74.5,63
2016-01-30,千葉ZELVA,きんでんトリニティーブリッツ,1,3,0,2,,篠田学,1,nan,nan,nan,□,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,3,1,0,33.3,0
2016-01-30,千葉ZELVA,きんでんトリニティーブリッツ,1,3,0,3,,藤原裕和,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-01-30,千葉ZELVA,きんでんトリニティーブリッツ,1,3,0,5,,荒木優,4,■,■,■,■,nan,10,5,1,50.0,40.0,1.25,0,0,0,-,0,-,11,0,1,5,11.4,3,1,0,33.3,5
2016-01-30,千葉ZELVA,きんでんトリニティーブリッツ,1,3,0,6,L,古家康隆,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-01-30,千葉ZELVA,きんでんトリニティーブリッツ,1,3,0,10,,吉岡佳徳,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-01-30,千葉ZELVA,きんでんトリニティーブリッツ,1,3,0,12,,大町和幸,4,■,■,■,■,nan,31,15,2,48.4,41.9,3.75,1,0,0,0.0,0,-,18,0,0,3,4.2,23,18,0,78.3,15
2016-01-30,千葉ZELVA,きんでんトリニティーブリッツ,1,3,0,13,,中野壮一朗,4,■,■,■,■,nan,14,5,0,35.7,35.7,1.25,0,0,0,-,0,-,11,0,3,4,9.1,1,0,0,0.0,5
2016-01-30,千葉ZELVA,きんでんトリニティーブリッツ,1,3,0,17,,浅野晶,4,■,■,■,■,nan,31,13,2,41.9,35.5,3.25,3,1,0,33.3,2,0.50,10,0,4,4,10.0,5,3,0,60.0,15
2016-01-30,千葉ZELVA,きんでんトリニティーブリッツ,1,3,0,21,L,冷水亮,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,25,18,0,72.0,0
2016-01-30,千葉ZELVA,きんでんトリニティーブリッツ,1,3,0,25,,石田将太,4,■,■,■,■,nan,15,7,2,46.7,33.3,1.75,4,0,2,0.0,0,-,15,0,4,2,3.3,1,1,0,100.0,7
2016-01-30,千葉ZELVA,きんでんトリニティーブリッツ,1,3,0,29,,大井手脩輔,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-01-30,千葉ZELVA,きんでんトリニティーブリッツ,1,3,0,30,,市川一樹,4,□,□,□,■,nan,8,5,0,62.5,62.5,1.25,2,2,0,100.0,0,-,7,1,1,2,18.6,12,8,0,66.7,6
2016-01-30,千葉ZELVA,きんでんトリニティーブリッツ,1,3,0,33,,渡辺大亮,4,■,■,■,□,nan,6,4,2,66.7,33.3,1.00,0,0,0,-,0,-,14,3,5,3,25.4,7,4,0,57.1,7
2016-01-30,千葉ZELVA,きんでんトリニティーブリッツ,1,3,0,35,,松元翔太郎,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-01-30,千葉ZELVA,きんでんトリニティーブリッツ,1,3,0,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,116,54,9,46.6,38.8,13.50,10,3,2,30.0,2,0.50,87,4,18,23,10.7,80,54,0,67.5,60
2016-01-30,きんでんトリニティーブリッツ,千葉ZELVA,3,1,1,1,,岡本侑,4,■,■,■,■,nan,26,12,2,46.2,38.5,3.00,5,2,1,40.0,0,-,17,1,2,9,17.9,29,20,0,69.0,13
2016-01-30,きんでんトリニティーブリッツ,千葉ZELVA,3,1,1,2,,尾松航洋,3,□,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,2,0,0.0,0,0,0,-,0
2016-01-30,きんでんトリニティーブリッツ,千葉ZELVA,3,1,1,3,L,長濱裕,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,21,13,0,61.9,0
2016-01-30,きんでんトリニティーブリッツ,千葉ZELVA,3,1,1,5,L,大賀惠介,1,nan,nan,nan,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,1,0,100.0,0
2016-01-30,きんでんトリニティーブリッツ,千葉ZELVA,3,1,1,6,,塩大地,4,■,■,■,■,nan,13,6,1,46.2,38.5,1.50,0,0,0,-,1,0.25,13,2,0,3,19.6,1,1,0,100.0,9
2016-01-30,きんでんトリニティーブリッツ,千葉ZELVA,3,1,1,7,,田畑翔伍,3,■,■,■,nan,nan,15,7,1,46.7,40.0,2.33,2,1,0,50.0,2,0.67,13,2,2,5,25.0,8,5,0,62.5,11
2016-01-30,きんでんトリニティーブリッツ,千葉ZELVA,3,1,1,9,,内園徹,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,1,1,0,100.0,0
2016-01-30,きんでんトリニティーブリッツ,千葉ZELVA,3,1,1,10,,松本永志,4,■,■,■,■,nan,31,11,5,35.5,19.4,2.75,14,3,3,21.4,0,-,13,1,2,3,13.5,0,0,0,-,12
2016-01-30,きんでんトリニティーブリッツ,千葉ZELVA,3,1,1,11,,毛利光生,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,2,0.50,13,0,1,2,3.8,1,0,0,0.0,2
2016-01-30,きんでんトリニティーブリッツ,千葉ZELVA,3,1,1,12,,新谷俊揮,2,nan,nan,□,■,nan,4,2,0,50.0,50.0,1.00,1,0,0,0.0,0,-,7,1,0,2,21.4,5,3,0,60.0,3
2016-01-30,きんでんトリニティーブリッツ,千葉ZELVA,3,1,1,13,,平田英貴,1,nan,nan,nan,□,nan,4,4,0,100.0,100.0,4.00,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,4
2016-01-30,きんでんトリニティーブリッツ,千葉ZELVA,3,1,1,15,,小野義隆,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,0
2016-01-30,きんでんトリニティーブリッツ,千葉ZELVA,3,1,1,16,,山本寛生,1,nan,□,nan,nan,nan,2,1,0,50.0,50.0,1.00,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,1
2016-01-30,きんでんトリニティーブリッツ,千葉ZELVA,3,1,1,19,,黒木隆生,4,■,■,■,■,nan,9,6,0,66.7,66.7,1.50,0,0,0,-,6,1.50,10,0,3,0,0.0,0,0,0,-,12
2016-01-30,きんでんトリニティーブリッツ,千葉ZELVA,3,1,1,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,104,49,9,47.1,38.5,12.25,22,6,4,27.3,11,2.75,97,7,12,26,13.5,67,44,0,65.7,67
2016-01-31,兵庫デルフィーノ,近畿クラブスフィーダ,3,0,1,2,,白川佑樹,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0
2016-01-31,兵庫デルフィーノ,近畿クラブスフィーダ,3,0,1,3,,原田将志,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0,0,-,0
2016-01-31,兵庫デルフィーノ,近畿クラブスフィーダ,3,0,1,4,,川合翔太,3,■,■,■,nan,nan,34,12,5,35.3,20.6,4.00,12,5,3,41.7,1,0.33,14,2,3,3,19.6,1,0,0,0.0,15
2016-01-31,兵庫デルフィーノ,近畿クラブスフィーダ,3,0,1,5,,納庄皓仁,3,■,■,■,nan,nan,14,8,1,57.1,50.0,2.67,0,0,0,-,3,1.00,6,0,0,0,0.0,0,0,0,-,11
2016-01-31,兵庫デルフィーノ,近畿クラブスフィーダ,3,0,1,9,,竹永大樹,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-01-31,兵庫デルフィーノ,近畿クラブスフィーダ,3,0,1,10,,奥長勝之,3,■,■,■,nan,nan,13,4,1,30.8,23.1,1.33,0,0,0,-,0,-,12,1,2,3,14.6,32,24,0,75.0,5
2016-01-31,兵庫デルフィーノ,近畿クラブスフィーダ,3,0,1,12,,横山雄大,3,■,■,■,nan,nan,20,12,0,60.0,60.0,4.00,6,3,0,50.0,1,0.33,10,0,2,3,7.5,11,7,0,63.6,13
